Name,Location,Locality,City,Cuisine,Rating,Votes,Cost
Grill Inn,"The Grand Venice Mall,Surajpur Site 4, NCR Greater Noida", NCR Greater Noida,Noida,Fast Food,1.0,1,500
AK's Bar,"Karma Lakelands,Sector 83, Gurgaon", Gurgaon,Gurgaon,"Continental,  Asian,  North Indian",4.3,14,2200
On Kourse All Day Dining,"Karma Lakelands,Sector 83, Gurgaon", Gurgaon,Gurgaon,"Asian,  North Indian,  Japanese,  European",4.5,53,1800
Silbuttah Story,"Sector 12, Faridabad", Faridabad,Noida,"North Indian,  Oriental ,  Fast Food",4.2,30,1800
Singh Ching,"Hudson Lane, North Delhi", North Delhi,Delhi,"North Indian,  Chinese,  Mughlai",4.3,120,800
Pikwik,"Pitampura, North Delhi", North Delhi,Delhi,"North Indian,  Chinese,  Mughlai",4.4,258,1000
Pikwik,"Ring Road Mall,Rohini, North Delhi", North Delhi,Delhi,"North Indian,  Chinese,  Mughlai",4.3,145,1800
Pop Tate's,"Mayfair Sonata Green CHS,Vikhroli West, Central Suburbs", Central Suburbs,Mumbai,"Chinese,  Italian,  Continental",4.3,333,2000
Global Fusion,"Times Square Tech Park,Sakinaka, Andheri East", Andheri East,Mumbai,"North Indian,  Chinese,  Sushi",4.5,716,2000
FOO,"Vikhroli West, Central Suburbs", Central Suburbs,Mumbai,"Asian,  Chinese,  Japanese,  Sushi",4.7,50,1100
Kake Da Hotel,"Powai, Powai", Powai,Mumbai,"North Indian,  Chinese,  Mughlai",5.0,1,900
PizzaExpress,"Hiranandani Business Park,Powai, Powai", Powai,Mumbai,"European,  Fast Food,  Italian",4.5,590,1400
Chili’s American Grill and Bar,"Ventura Building,Powai, Powai", Powai,Mumbai,"Mexican,  American,  Fast Food",4.2,699,2000
Powai Social,"MHADA Colony 20, Powai", Powai,Mumbai,"North Indian,  Continental,  Asian,  Multi-Cuisine,  Chinese,  Fast Food",4.2,77,1600
AB's - Absolute Barbecues,"Powai, Powai", Powai,Mumbai,"North Indian,  Barbecue",4.4,539,1200
Mad Over Donuts,"R City Mall,Ghatkopar West, Central Suburbs", Central Suburbs,Mumbai,"Desserts,  Doughnuts,  Waffle",4.6,27,450
Hitchki,"Hiranandani Business Park,Powai, Powai", Powai,Mumbai,"Modern Indian,  North Indian,  Fast Food",4.5,285,1500
Frozen Bottle,"R City Mall,Ghatkopar West, Central Suburbs", Central Suburbs,Mumbai,"Desserts,  Shakes,  Ice Cream",4.4,76,500
Hitchki,"R City Mall,Ghatkopar West, Central Suburbs", Central Suburbs,Mumbai,Modern Indian,4.3,613,1500
Mad Over Donuts,"City Park Building,Powai, Powai", Powai,Mumbai,"Desserts,  Doughnuts,  Waffle",4.6,63,450
The Wine Table,"Ventura Building,Powai, Powai", Powai,Mumbai,"Finger Food,  Fast Food",4.7,3,1800
Elementaria Bakery Cafe,"Powai, Powai", Powai,Mumbai,"Desserts,  Fast Food,  Coffee",5.0,2,800
Taco Bell,"R City Mall,Ghatkopar West, Central Suburbs", Central Suburbs,Mumbai,"Fast Food,  Mexican,  American",4.0,24,500
House of Mandarin,"Delphi Building,Powai, Powai", Powai,Mumbai,"Chinese,  Seafood,  Asian,  Sushi",4.7,40,2000
Chaayos - Meri Wali Chai,"City Park Building,Powai, Powai", Powai,Mumbai,"Tea,  Street Food",4.0,48,500
Frozen Bottle,"Hiranandani, Powai", Powai,Mumbai,"Desserts,  Shakes,  Ice Cream",4.7,50,500
The Sassy Spoon,"Delphi Building,Powai, Powai", Powai,Mumbai,"Multi-Cuisine,  Italian,  Continental,  European,  Desserts",4.3,96,1800
Lord of the Drinks,"Hiranandani, Powai", Powai,Mumbai,"North Indian,  Italian,  Chinese,  Continental,  Finger Food",4.2,143,1500
Vikhroli Social,"Imagine Studio,Vikhroli East, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Continental,  Finger Food,  American,  Asian",4.4,260,2000
Bayroute,"Transocean House,Powai, Powai", Powai,Mumbai,"Lebanese,  Turkish,  Moroccan,  Greek",4.5,195,3000
Asian Wok,"Galleria Shopping Centre,Powai, Powai", Powai,Mumbai,"Asian,  Chinese,  Thai,  Seafood",3.8,5,800
Shaolin,"Galleria Shopping Centre,Powai, Powai", Powai,Mumbai,"North Indian,  Chinese,  Seafood",3.7,20,800
Tibbs Frankie,"Powai, Powai", Powai,Mumbai,Fast Food,3.8,11,500
Spirit,"Ghatkopar West, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Chinese,  Seafood,  Mughlai",3.9,18,2000
Mini Punjab's Lake Side,"Powai, Powai", Powai,Mumbai,"North Indian,  Mughlai,  Chinese,  Seafood",4.0,472,1700
Mia Cucina,"Transocean House,Powai, Powai", Powai,Mumbai,"Italian,  Continental",4.2,179,2200
Flax,"Powai Plaza,Powai, Powai", Powai,Mumbai,Health Food,4.0,1,900
HAS Juices and More,"R City Mall,Ghatkopar West, Central Suburbs", Central Suburbs,Mumbai,Juice,2.7,3,400
Kosho,"Powai, Powai", Powai,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Thai,  Seafood,  Mughlai",4.2,10,1200
Fisherman's Cove - Taste on Palate,"Powai, Powai", Powai,Mumbai,"North Indian,  Chinese,  Seafood,  Mangalorean",4.4,61,800
Flava,"The Roa Hotel,Ghatkopar West, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Chinese,  Continental",3.9,9,1500
Pop Tate's,"Sagar Pallazio Mall,Sakinaka, Andheri East", Andheri East,Mumbai,"Chinese,  Italian,  Continental",4.3,378,2000
Tibbs Frankie,"R City Mall,Ghatkopar West, Central Suburbs", Central Suburbs,Mumbai,Fast Food,3.3,6,200
Gurukripa,"Powai, Powai", Powai,Mumbai,"North Indian,  Chinese,  Seafood,  Asian",4.3,261,1400
The Finch,"Chandivali, Powai", Powai,Mumbai,"North Indian,  Finger Food,  Chinese",4.3,252,2500
Lake View Cafe,"Renaissance Mumbai Convention Centre Hotel,Powai, Powai", Powai,Mumbai,"North Indian,  Italian,  Continental",4.2,271,3000
Pokket Cafe,"Ghatkopar West, Central Suburbs", Central Suburbs,Mumbai,Fast Food,4.2,5,500
Chimichurri,"Near Andheri East Station, Andheri East", Andheri East,Mumbai,"Chinese,  Asian",4.5,222,900
Pizza Caprina,"Premier Emperor Building,Marol, Andheri East", Andheri East,Mumbai,"Pizza,  Italian",5.0,1,400
Saptami,"Sakinaka, Andheri East", Andheri East,Mumbai,"North Indian,  Continental,  South Indian",4.4,301,2500
Urban Tadka,"Sagar Pallazio Mall,Sakinaka, Andheri East", Andheri East,Mumbai,"North Indian,  Mughlai",4.4,247,1600
Opa Bar,"The Peninsula Grand Hotel,Sakinaka, Andheri East", Andheri East,Mumbai,"Multi-Cuisine,  Italian,  Continental,  Mediterranean,  European,  Lebanese",4.2,239,3000
The Bigg Small Cafe + Bar,"Sakinaka, Andheri East", Andheri East,Mumbai,"Chinese,  Modern Indian,  Continental",4.4,59,1000
Peninsula - The Spice of India,"The Peninsula Grand Hotel,Sakinaka, Andheri East", Andheri East,Mumbai,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Seafood,  Mughlai",3.9,113,2000
Persian Darbar,"Marol, Andheri East", Andheri East,Mumbai,"North Indian,  Chinese,  Mughlai,  Biryani",4.3,299,1500
Mahesh Lunch Home,"Sakinaka, Andheri East", Andheri East,Mumbai,"Multi-Cuisine,  Continental,  South Indian,  Seafood,  Coastal,  Indian Cuisine",4.3,66,1800
The Chocolate Room Bistro and Cafe,"Vallabh Vihar,Ghatkopar East, Central Suburbs", Central Suburbs,Mumbai,"Desserts,  Italian,  Chinese,  Mexican,  Multi-Cuisine,  Sizzlers,  Indian Cuisine",4.2,239,500
Opa Cafe,"Sakinaka, Andheri East", Andheri East,Mumbai,"Mediterranean,  European,  Lebanese",3.4,11,3000
Thambbi,"Ghatkopar West, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  South Indian",1.0,1,800
5 Spice,"Sakinaka, Andheri East", Andheri East,Mumbai,"Chinese,  Thai,  Seafood",4.2,227,1000
The Hill Green,"Eastern Business District,Bhandup West, Central Suburbs", Central Suburbs,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Mexican",4.2,175,1600
Roots Of India,"Times Square Tech Park,Sakinaka, Andheri East", Andheri East,Mumbai,"North Indian,  Oriental ,  Chinese,  Seafood",4.0,186,2500
Kakori House,"Sakinaka, Andheri East", Andheri East,Mumbai,"Mughlai,  Awadhi",4.0,14,1500
Bling by The Hill Green,"Eastern Business District,Bhandup West, Central Suburbs", Central Suburbs,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Mexican",4.0,14,1600
Mad Over Donuts,"Phoenix Marketcity Mall,Kurla West, Central Suburbs", Central Suburbs,Mumbai,"Desserts,  Doughnuts,  Waffle",4.5,41,450
Nosh & Beyond,"Marol, Andheri East", Andheri East,Mumbai,"Multi-Cuisine,  North Indian,  Continental,  European",4.8,7,1000
Tibbs Frankie,"Phoenix Marketcity Mall,Kurla West, Central Suburbs", Central Suburbs,Mumbai,Fast Food,4.4,41,200
FoodPost,"Marol, Andheri East", Andheri East,Mumbai,"North Indian,  Chinese",4.0,1,1000
1522 Bar & Kitchen,"M.I.D.C, Andheri East", Andheri East,Mumbai,"North Indian,  Chinese,  Continental,  Finger Food",4.3,112,1500
Coffee Culture,"Phoenix Marketcity Mall,Kurla West, Central Suburbs", Central Suburbs,Mumbai,"Fast Food,  Health Food,  Shakes,  North Indian,  Continental",4.0,260,1000
Fiona,"Marol, Andheri East", Andheri East,Mumbai,"North Indian,  South Indian,  Malvani",4.7,3,1000
JW Cafe,"Sahar Airport Road, Andheri East", Andheri East,Mumbai,"North Indian,  Asian,  Japanese,  Seafood",4.7,404,4500
All Stir Fry - Waterstones Hotel,"Marol, Andheri East", Andheri East,Mumbai,"Chinese,  Asian,  Japanese",4.4,152,2500
Malhar Tribes,"Marol, Andheri East", Andheri East,Mumbai,"Chinese,  Seafood,  Goan,  Biryani",4.4,26,2000
Taco Bell,"Phoenix Marketcity Mall,Kurla West, Central Suburbs", Central Suburbs,Mumbai,"Fast Food,  Mexican,  American",4.0,16,500
Zytun - The Restaurant,"Marol, Andheri East", Andheri East,Mumbai,"North Indian,  Chinese,  Oriental ",4.0,100,1200
Family Tree,"The Destination SRA CHS Ltd,Ghatkopar East, Central Suburbs", Central Suburbs,Mumbai,"Chinese,  European,  North Indian",4.2,295,1000
White Barn - Waterstones Club,"Marol, Andheri East", Andheri East,Mumbai,"North Indian,  Continental",5.0,1,1400
Keys Cafe - Keys Hotel Nestor,"Marol, Andheri East", Andheri East,Mumbai,"Continental,  North Indian,  Coffee",3.1,9,1000
Roots Cafe,"Marol, Andheri East", Andheri East,Mumbai,"Chinese,  Asian,  Continental",4.0,13,1200
The Stables,"Marol, Andheri East", Andheri East,Mumbai,"Finger Food,  European,  British",4.2,193,1500
Rodeo Drive,"Marol, Andheri East", Andheri East,Mumbai,"American,  Italian,  Mexican",4.1,114,1200
Citrus,"Sahar Airport Road, Andheri East", Andheri East,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Japanese,  Asian,  Sushi",4.3,74,4000
Heroes,"The Destination SRA CHS Ltd,Ghatkopar East, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Chinese,  Thai",4.1,105,2000
Food Rush,"Marol, Andheri East", Andheri East,Mumbai,"North Indian,  Chinese",4.3,6,800
Le Cafe,"Hotel Jewel of Chembur,Chembur, Central Suburbs", Central Suburbs,Mumbai,"Italian,  Continental,  European",4.4,205,1200
Pickle And Pint by Destiny,"M.I.D.C, Andheri East", Andheri East,Mumbai,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Oriental ,  Fast Food",4.5,125,2200
Apna Dhaba,"Chakala, Andheri East", Andheri East,Mumbai,"North Indian,  Chinese,  Seafood",4.0,97,1200
Navya,"M.I.D.C, Andheri East", Andheri East,Mumbai,"Multi-Cuisine,  North Indian,  Continental,  Seafood,  Oriental ",4.2,84,1500
China Gate,"M.I.D.C, Andheri East", Andheri East,Mumbai,"Chinese,  Seafood",4.4,180,1000
Banjara,"M.I.D.C, Andheri East", Andheri East,Mumbai,"North Indian,  Chinese,  Continental",4.3,77,2000
Amritsari Kulcha Junction,"Near Andheri East Station, Andheri East", Andheri East,Mumbai,"North Indian,  Street Food",4.4,10,500
Something's Fishy,"M.I.D.C, Andheri East", Andheri East,Mumbai,"North Indian,  Chinese,  Seafood,  Malvani",4.4,238,2000
Via Bombay,"Hotel Jewel of Chembur,Chembur, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Maharashtrian,  Chinese,  Parsi",4.3,83,1400
Grand Central,"Chembur, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Chinese,  Seafood",4.4,106,1200
Rome Pizzeria,"Near Andheri East Station, Andheri East", Andheri East,Mumbai,"Italian,  Pizza",5.0,1,400
MoMo Cafe,"Courtyard by Marriott Hotel,Near Andheri East Station, Andheri East", Andheri East,Mumbai,"North Indian,  Continental",4.3,218,3000
The Food Studio,"Mulund West, Central Suburbs", Central Suburbs,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.3,689,1400
Prasad Food Divine,"Mulund West, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Chinese,  Continental",4.2,251,800
Gallery Cafe,"M.I.D.C, Andheri East", Andheri East,Mumbai,"North Indian,  Fast Food,  Seafood",4.0,208,2500
Persian Darbar,"Bandra Kurla Complex, Bandra", Bandra,Mumbai,"North Indian,  Chinese,  Mughlai,  Biryani",4.3,45,1500
Wowfillss,"Parel, South Mumbai", South Mumbai,Mumbai,"Bakery and Confectionary,  Waffle,  Desserts,  Shakes",5.0,1,500
Beans & Creme,"Radisson MIDC,Near Andheri East Station, Andheri East", Andheri East,Mumbai,"Desserts,  Bakery and Confectionary",4.3,4,700
Crrave N Eat,"JB Nagar, Andheri East", Andheri East,Mumbai,"Fast Food,  Italian,  Continental",4.3,6,800
Qebab Quisine,"Radisson MIDC,Near Andheri East Station, Andheri East", Andheri East,Mumbai,"North Indian,  Mughlai",4.1,29,2800
Butterfly High,"Godrej BKC Building,Bandra Kurla Complex, Bandra", Bandra,Mumbai,"Continental,  Finger Food,  Modern Indian",4.4,439,1800
Ganga,"M.I.D.C, Andheri East", Andheri East,Mumbai,"North Indian,  Chinese,  Street Food",2.9,5,500
House of Asia,"Chakala, Andheri East", Andheri East,Mumbai,"Multi-Cuisine,  North Indian,  Chinese,  Oriental ",4.2,26,2500
Tibbs Frankie,"Chembur, Central Suburbs", Central Suburbs,Mumbai,Fast Food,4.7,40,200
Frozen Bottle,"Runwal Greens,Mulund West, Central Suburbs", Central Suburbs,Mumbai,"Desserts,  Shakes,  Ice Cream",4.5,80,500
Thambbi,"Mulund West, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  South Indian,  Street Food",5.0,2,800
Reise - All Day Bar and Kitchen,"Chakala, Andheri East", Andheri East,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.1,114,1200
Little Asia,"Mahakali, Andheri East", Andheri East,Mumbai,"Asian,  Chinese,  Thai,  Burmese,  Malaysian",3.9,4,800
True Tramm Trunk,"Trade Center,Bandra Kurla Complex, Bandra", Bandra,Mumbai,"Chinese,  Fast Food",4.5,259,2000
Angrezi Dhaba,"Mahakali, Andheri East", Andheri East,Mumbai,"North Indian,  Chinese,  Asian,  Seafood,  Mughlai",4.1,80,1500
Bar Tales,"Runwal Greens,Mulund West, Central Suburbs", Central Suburbs,Mumbai,"Italian,  Continental",4.1,75,1500
Masala Library by Jiggs Kalra,"FIFC Building,Bandra Kurla Complex, Bandra", Bandra,Mumbai,"North Indian,  South Indian",4.7,224,5000
China Bistro,"Capsulation Premises,Chembur, Central Suburbs", Central Suburbs,Mumbai,"Multi-Cuisine,  Chinese,  Thai,  Japanese,  Seafood,  Asian,  Sushi",4.4,402,2000
Chaayos - Meri Wali Chai,"Runwal Greens,Mulund West, Central Suburbs", Central Suburbs,Mumbai,Tea,4.2,22,500
Hitchki,"First International Financial Centre,Bandra Kurla Complex, Bandra", Bandra,Mumbai,Modern Indian,4.5,384,1500
The Float House,"Mulund West, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Fast Food,  Italian,  Chinese",5.0,1,900
Sorriso Indian Kitchen & Bar,"Mulund West, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Continental,  Chinese",4.1,91,1200
Sorriso Brasserie and Bar,"Mulund West, Central Suburbs", Central Suburbs,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Mughlai,  Oriental ",4.1,67,1400
Mad Over Donuts,"Fair Lawn CHS,Chembur, Central Suburbs", Central Suburbs,Mumbai,"Desserts,  Doughnuts,  Waffle",4.6,22,450
Mi Hi Koli,"Mulund West, Central Suburbs", Central Suburbs,Mumbai,"Seafood,  Maharashtrian,  Malvani",3.7,99,1000
1441 Pizzeria,"Chembur, Central Suburbs", Central Suburbs,Mumbai,"Pizza,  Italian",4.3,32,1200
The Golden Wok,"Chhadva Apartment,Chembur, Central Suburbs", Central Suburbs,Mumbai,"Chinese,  Seafood",4.2,47,800
Smoke House Deli,"FIFC Building,Bandra Kurla Complex, Bandra", Bandra,Mumbai,"European,  Italian,  American,  Health Food",4.4,257,2000
PizzaExpress,"Bandra East, Bandra", Bandra,Mumbai,"European,  Fast Food,  Italian",4.5,699,1400
Tossin Pizza,"Chembur, Central Suburbs", Central Suburbs,Mumbai,"Fast Food,  Pizza,  Italian,  Seafood",4.1,13,1000
Prithvi Cafe,"Janki Kutir Society,Juhu, Andheri West", Andheri West,Mumbai,"Coffee,  Tea,  Fast Food",4.2,216,500
Yauatcha,"Raheja Towers,Bandra Kurla Complex, Bandra", Bandra,Mumbai,"Chinese,  Seafood,  Asian",4.6,904,3000
The Orange Mint,"Chembur, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Fast Food,  Italian",4.5,12,1500
Taco Cheena,"Parekh Compound,Santacruz East, Bandra", Bandra,Mumbai,"Oriental ,  Chinese",4.4,2,800
India Bistro,"Chembur, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Mughlai,  Biryani",4.4,245,1500
The Earth Plate,"Hotel Sahara Star,Vile Parle East, Andheri East", Andheri East,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Mexican,  Mediterranean,  French",4.3,429,3500
South of Vindhyas,"The Orchid Hotel,Vile Parle East, Andheri East", Andheri East,Mumbai,"South Indian,  Seafood,  Andhra,  Chettinad,  Mangalorean",4.2,79,3000
Manuhaar – The Taste of Tradition,"Hotel Sahara Star,Vile Parle East, Andheri East", Andheri East,Mumbai,"Gujarati,  Rajasthani",4.6,50,3000
Amantran Fine Dine,"Minerva Chambers,Mulund West, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Chinese,  Continental",4.3,94,800
The Indian Toss,"Aureole Hotel,Near Andheri East Station, Andheri East", Andheri East,Mumbai,"Chinese,  North Indian,  Italian",4.0,237,1200
The Art House,"Chembur, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Asian,  Continental",3.9,92,1500
The Pancake Story,"Narayan Niwas,Vile Parle East, Andheri East", Andheri East,Mumbai,"Desserts,  Fast Food",5.0,1,500
King Chilli,"Koteshwar Palace Building,Near Andheri East Station, Andheri East", Andheri East,Mumbai,"Chinese,  Thai,  Asian",4.2,23,800
1 By Two,"Mahakali, Andheri East", Andheri East,Mumbai,"North Indian,  Chinese,  Fast Food",1.9,5,900
Family Tree,"Mulund West, Central Suburbs", Central Suburbs,Mumbai,"Chinese,  European,  North Indian",4.3,247,1400
Tunak Tunak Tunn,"Mulund West, Central Suburbs", Central Suburbs,Mumbai,North Indian,4.3,72,1100
Capital Social,"Bandra Kurla Complex, Bandra", Bandra,Mumbai,"North Indian,  Continental,  Finger Food,  American,  Asian",4.3,353,2000
La Flame,"Avior Building,Mulund West, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Chinese,  Lebanese",4.6,12,1200
Aquafire,"E-Square Building,Vile Parle East, Andheri East", Andheri East,Mumbai,"North Indian,  Italian,  Chinese,  Continental",4.0,136,1500
1441 Pizzeria,"Vile Parle East, Andheri East", Andheri East,Mumbai,"Pizza,  Italian",4.4,69,1200
CinCin,"Raheja Towers,Bandra Kurla Complex, Bandra", Bandra,Mumbai,"Italian,  Pizza",4.4,112,2800
Tibbs Frankie,"Narayan Niwas,Vile Parle East, Andheri East", Andheri East,Mumbai,Fast Food,4.0,2,200
Mad Over Donuts,"Nerul, Navi Mumbai", Navi Mumbai,Mumbai,"Desserts,  Doughnuts,  Waffle",4.4,22,450
SodaBottleOpenerWala,"The Capital Building,Bandra Kurla Complex, Bandra", Bandra,Mumbai,"Parsi,  Iranian,  North Indian,  Street Food",4.3,475,1600
Local Stop,"Chembur, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Chinese",3.4,54,1000
Punjab Grill,"The Capital Building,Bandra Kurla Complex, Bandra", Bandra,Mumbai,"North Indian,  Mughlai",4.3,197,3000
Persia Darbar,"Lily Tower,Jogeshwari West, North Western", North Western,Mumbai,"North Indian,  Chinese,  Arabian",4.4,253,1000
Mad Over Donuts,"Maitreya Business Park,Vile Parle East, Andheri East", Andheri East,Mumbai,"Desserts,  Doughnuts,  Waffle",4.1,21,450
Nara,"Raheja Towers,Bandra Kurla Complex, Bandra", Bandra,Mumbai,"Thai,  Asian,  Seafood",4.5,192,2500
Oliva,"Harileela CHS,Vile Parle East, Andheri East", Andheri East,Mumbai,"Pizza,  Italian,  Continental",4.3,3,700
Celini,"Grand Hyatt Mumbai Hotel & Residences,Santacruz East, Bandra", Bandra,Mumbai,Italian,4.3,50,5000
Hemant Oberoi Restaurant,"Godrej Building,Bandra East, Bandra", Bandra,Mumbai,"North Indian,  European,  Asian",4.2,43,2500
Anant Palace,"Ghansoli, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese",5.0,2,1000
Pop Tate's,"Satra Plaza,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Chinese,  Italian,  Continental",4.4,165,2000
B MAD - The Restaurant,"Mulund West, Central Suburbs", Central Suburbs,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Mexican,  Lebanese",4.3,177,1200
Tibbs Frankie,"Bandra West, Bandra", Bandra,Mumbai,Fast Food,4.1,12,200
Atithi Family Restaurant,"Mulund West, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Chinese,  Seafood,  Mughlai",4.3,29,1800
Mad Over Donuts,"Mulund West, Central Suburbs", Central Suburbs,Mumbai,"Desserts,  Doughnuts,  Waffle",4.2,21,450
The Union Bar & Eating House,"Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Continental",4.6,321,2000
Blisss,"Airoli, Navi Mumbai", Navi Mumbai,Mumbai,Bakery and Confectionary,4.8,5,300
Shree Laxmi Sagar,"Vishwakarma Baug,Vile Parle West, Andheri West", Andheri West,Mumbai,"North Indian,  Chinese,  South Indian,  Fast Food",3.5,4,500
Sauces and Spices Restaurant & Bar,"Vile Parle West, Andheri West", Andheri West,Mumbai,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Biryani",4.0,2,800
Jaffer Bhai's Delhi Darbar,"EE Heights,Jogeshwari West, North Western", North Western,Mumbai,"North Indian,  Chinese,  Mughlai,  Seafood",4.0,51,1500
V Kitchen Restobar,"Hotel Varishtta,Kopar Khairane, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese,  Seafood",4.2,10,600
Fleur,"The Fern Hotel,Goregaon East, North Western", North Western,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",4.3,228,1200
The Food Studio,"Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.2,585,1400
Pa Pa Ya,"Bandra Kurla Complex, Bandra", Bandra,Mumbai,"Japanese,  Asian,  Oriental ",4.5,266,2800
The Caravan Menu,"Sun Magnetica Building,Thane West, Thane", Thane,Mumbai,"North Indian,  Chinese,  Fast Food",4.3,1148,1600
Zenmai,"Santacruz West, Bandra", Bandra,Mumbai,"Chinese,  Japanese,  Asian",4.4,70,2500
The Bake Room,"Vikas Paradise,Mulund West, Central Suburbs", Central Suburbs,Mumbai,"Desserts,  Bakery and Confectionary,  Italian,  Continental,  Mexican,  Fast Food",4.0,10,900
Urban Tadka,"R-Mall,Mulund West, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Mughlai",4.2,179,1600
Genuine Broaster Chicken,"Satra Plaza,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Finger Food,  Continental,  American",4.3,628,1000
Aromas Cafe,"Juhu, Andheri West", Andheri West,Mumbai,"Italian,  Fast Food,  Desserts,  Coffee,  Tea",4.1,121,1000
Spotlight Skydeck,"Thane West, Thane", Thane,Mumbai,"North Indian,  Chinese,  Fast Food",4.3,63,2200
Garden Court Restaurant,"Sarkar Corner,Near Andheri West Station, Andheri West", Andheri West,Mumbai,"North Indian,  Chinese,  Seafood,  Mughlai",4.3,90,1900
Seasonal Tastes,"The Westin Mumbai Garden City Hotel,Goregaon East, North Western", North Western,Mumbai,"North Indian,  Continental,  Asian",4.3,160,4000
