address,area,city,state,country,hotel_star_rating,pageurl,property_name,property_type,site_review_rating
"Near H.P.University, Lower Sangti ,Sanog, Summer Hill. This Home Stay is on way to chedwickfall.",Others,Shimla,Himachal Pradesh,India,3,http://www.goibibo.com/hotels/detail/Shimla/hn/1449073512565742573/3114092426328286398/na/hq/,Dolphin cottages Shimla,Homestay,3.3
"S.No. 32, Near Trendz Furniture Mall, Pisoli",Others,Pune,Maharashtra,India,0,http://www.goibibo.com/hotels/detail/Pune/hn/1554245012668028405/1886818980765583625/na/hq/,EliteNestle O2 Wellness Club &amp; Resort,Resort,
"10/203 (1), Muthuvankudi, Sengulam Post, Idukki Dt",Others,Munnar,Kerala,India,3,http://www.goibibo.com/hotels/detail/Munnar/hn/1780299204263085384/6984724642917152749/na/hq/,Ecotones Camps Pvt Ltd,Resort,4.8
havelock island,Vijay Nagar Beach,Havelock,Andaman and Nicobar Islands,India,1,http://www.goibibo.com/hotels/detail/Havelock/hn/3545004081111111111/6149986586633686822/na/hq/,Dolphin Resort,Resort,4.4
"Pathardi Phata, Mumbai Agra Road, Ambad,Nashik",Pathardi Phata,Nashik,Maharashtra,India,3,http://www.goibibo.com/hotels/detail/Nashik/hn/7271871476923194551/7217949009654465132/na/hq/,Express Inn The Business Luxury Hotel,Hotel,4.4
NO: 110 YANNA VENGADASALAM PILLAI STREET,Beach Area,Pondicherry,Pondicherry,India,1,http://www.goibibo.com/hotels/detail/Pondicherry/hn/7247861711286471145/6801654843801006138/na/hq/,FRIENDS HOUSE,Guest House,
"Opp.Candolim Health Centre,Candolim, Bardez, Goa",Candolim Area,Goa,Goa,India,1,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/4915056402227267454/na/hq/,Dona Alcina Resorts,Resort,3.2
"2594, 2nd cross, 18th main, hal 2nd stage, indiranagar",Indiranagar,Bangalore,Karnataka,India,0,http://www.goibibo.com/hotels/detail/Bangalore/hn/6771549831164675055/7967063632860409904/na/hq/,El-Shaddai Homes,Homestay,4.2
"Arpora Siolim road,Gaum Waddi,Anjuna, Bardez,",Anjuna Area,Goa,Goa,India,0,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/1280825879357418374/na/hq/,Downhill Village,Guest House,3.8
"#545, 546, 17th A main 6th block Koramangala, Bangalore 560102",Koramangala,Bangalore,Karnataka,India,1,http://www.goibibo.com/hotels/detail/Bangalore/hn/6771549831164675055/1440748192580641355/na/hq/,DM Bluemoon Comforts,Hotel,4
nangal road near durga bhawan kashmir road,Others,Katra,Jammu and Kashmir,India,1,http://www.goibibo.com/hotels/detail/Katra/hn/4084082672692346641/5712199536680734734/na/hq/,Dubey Guest House,Guest House,
"60, 1st floor, The Gateway Hotel, 2nd Cross, Near Police Station, Residency Rd",City Center - Mg Road / Near,Bangalore,Karnataka,India,0,http://www.goibibo.com/hotels/detail/Bangalore/hn/6771549831164675055/7279964510898999580/na/hq/,Falcon Suites-Residency Road,Service Apartment,
"Shilparamam, Tiruchanoor Road, Chennai Bangalore Highway, Tirupati",Old Tirchanoor Road,Tirupati,Andhra Pradesh,India,5,http://www.goibibo.com/hotels/detail/Tirupati/hn/18688368793823515/7862520778269848468/na/hq/,Fortune Select Grand Ridge,Hotel,4.5
"GATE NO 9, BOULEVARD  ROAD , DALLAKE  SRINAGAR KASHMIR INDIA",Dal Lake Area,Srinagar,Jammu and Kashmir,India,0,http://www.goibibo.com/hotels/detail/Srinagar/hn/5999885939075030137/3463238488992072057/na/hq/,Firdous,Houseboat,4.3
"dandi beach, Malvan",Dandi Beach,Malvan,Maharashtra,India,0,http://www.goibibo.com/hotels/detail/Malvan/hn/9026350779881719747/8355657096875812268/na/hq/,Fort View,Homestay,
"No.22, P H Road Periamet, Near Everest Bus Stop ,Opposite Rippon Building, Chennai , TN 03",Chennai City Centre,Chennai,Tamil Nadu,India,2,http://www.goibibo.com/hotels/detail/Chennai/hn/4354390963378411938/1919135887265377234/na/hq/,Emarald Hotel,Hotel,2.8
Adjoining Meghdoot Gardens,Vijay Nagar,Indore,Madhya Pradesh,India,5,http://www.goibibo.com/hotels/detail/Indore/hn/6727020267875173073/6470644594705686425/na/hq/,Fortune Landmark,Hotel,4.3
Bhelupur,Bhelupur,Varanasi,Uttar Pradesh,India,3,http://www.goibibo.com/hotels/detail/Varanasi/hn/710870868236923145/2927576475371922056/na/hq/,Diamond Hotel,Hotel,4.1
"Dreamland Homestay, Thekkady Bye pass road,Thekkady P.O,Idukki Dt",Kumily Thekkady Road,Thekkady,Kerala,India,0,http://www.goibibo.com/hotels/detail/Thekkady/hn/113710562199999999/2312187950054044688/na/hq/,Dreamland Homestay,Homestay,
Panchsheel Enclave,Others,Jaipur,Rajasthan,India,0,http://www.goibibo.com/hotels/detail/Jaipur/hn/4278754392716898526/3530964358661960663/na/hq/,Double Stays JLN Marg,Hotel,
Mohal- Distt. Kullu,Kullu,Kullu,Himachal Pradesh,India,0,http://www.goibibo.com/hotels/detail/Kullu/hn/8540125979677725647/5715359994306478032/na/hq/,Devico Orchards &amp; Farm House Cottages,Homestay,
"Hotel Lotus Lane No. 5, Koregaon Park, Pune, Maharashtra 411001",Koregaon Park,Pune,Maharashtra,India,3,http://www.goibibo.com/hotels/detail/Pune/hn/1554245012668028405/2538255469903308883/na/hq/,FabHotel Lotus Koregaon Park,Hotel,3.9
"Gurumara Forest,Batabari",Gorumara National Park Area,Dooars,West Bengal,India,1,http://www.goibibo.com/hotels/detail/Dooars/hn/7731032782410174321/879103008026295521/na/hq/,Elephanta Forest Resort,Resort,
"aleo new manali,Near bhutan monestry aleo po-manali","Aleo, left bank",Manali,Himachal Pradesh,India,0,http://www.goibibo.com/hotels/detail/Manali/hn/2242315224277940906/7438338853792537001/na/hq/,everest villa homestay,Hotel,
"Mussoorie-Dhanaulti Road, Uttarakhand 249180",Mussourie-Dhanaulti Road,Dhanaulti,Uttarakhand,India,0,http://www.goibibo.com/hotels/detail/Dhanaulti/hn/6425088845874313937/422574446694168151/na/hq/,Dhanaulti Woods Mountain Camp,Cottage,
"MG Road,Palayam, Trivandrum, Kerala",Mg Road,Thiruvananthapuram,Kerala,India,4,http://www.goibibo.com/hotels/detail/Thiruvananthapuram/hn/3877384277955108166/1330539623263545722/na/hq/,Fortune Hotel The South Park,Hotel,4
"Frichley Hills, Tungarli",Tungarli Lake Area,Lonavala,Maharashtra,India,5,http://www.goibibo.com/hotels/detail/Lonavala/hn/2562341919299046803/7406200138123496686/na/hq/,Fariyas Resort,Resort,4.1
Divine Spark (Abbiyala Bus stop) Erale Village Chettalli Post,Somwarpet,Coorg,Karnataka,India,0,http://www.goibibo.com/hotels/detail/Coorg/hn/6624397033787067229/2904076481119337694/na/hq/,Divine Park Homestay,Homestay,
"Near Hadimba Palace, Mall Road, Manali","Aleo, left bank",Manali,Himachal Pradesh,India,0,http://www.goibibo.com/hotels/detail/Manali/hn/2242315224277940906/1517471375384621920/na/hq/,Forest View,Hotel,
"HOTEL EXCALIBUR,CARITHAS JUNCTION,M.C.ROAD,THELLOKOM P O KOTTAYAM",M.C Road,Kottayam,Kerala,India,4,http://www.goibibo.com/hotels/detail/Kottayam/hn/7668653265335023650/4838230859740827798/na/hq/,EXCALIBUR,Hotel,4.7
"Near Kanive Nandishwara Temple, Nandi Foot hills, Nandi post, Nandi Hobli, Chikballapur - 562103 Karnataka India",Others,Bangalore,Karnataka,India,1,http://www.goibibo.com/hotels/detail/Bangalore/hn/6771549831164675055/406172649623352867/na/hq/,Discovery Village Nandi Foot Hills,Resort,3.5
"Fort Bridge View Door No: 1/381, Burgar Street Cochin,kerala.",Others,Cochin,Kerala,India,0,http://www.goibibo.com/hotels/detail/Cochin/hn/8210666562286566619/5607623368384584575/na/hq/,Fort Bridge View Homestay,Homestay,
"Vattiyar P.O. Mankulam Road,Kallar, Munnar",Others,Munnar,Kerala,India,3,http://www.goibibo.com/hotels/detail/Munnar/hn/1780299204263085384/4099391417648768164/na/hq/,Forest Haven Resort,Resort,4
"Baison valley road, Tea company P O Munnar",Bison Valley Road,Munnar,Kerala,India,3,http://www.goibibo.com/hotels/detail/Munnar/hn/1780299204263085384/6552874691406806165/na/hq/,Dream Catcher Plantation,Resort,4.1
"Near Kenilworth Hotel, before hotel Royal Orchid utorda beach road,Utorda Goa",Betalbatim,Goa,Goa,India,0,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/8863803207063756163/na/hq/,Dom Pedros Haven,Resort,4
"Nathuakhan, Nainital",Others,Nainital,Uttarakhand,India,0,http://www.goibibo.com/hotels/detail/Nainital/hn/4883398002803141725/7258087314655455078/na/hq/,Ek Chidiya,Cottage,
"25, Ganj Road, Shimla Gpo,  Mahamaya Hotel  Gurdwara",Kufri,Shimla,Himachal Pradesh,India,0,http://www.goibibo.com/hotels/detail/Shimla/hn/1449073512565742573/3881044184948929280/na/hq/,Exotic Naturals Guest House,Hotel,1
"1/508 A2, 508 A3, K.B Jacob road, Near Fort cochin Bus Stand",Fort Kochi,Ernakulam,Kerala,India,0,http://www.goibibo.com/hotels/detail/Ernakulam/hn/8210666562286566619/79593863011177140/na/hq/,Fort Manor,Hotel,4.5
"Opp. Hindu College Parking, Near Gole Market, Gohana Road, Sonipat (Hr.) Mob.: 9466348483",Rohtak Road,Sonipat,Haryana,India,0,http://www.goibibo.com/hotels/detail/Sonipat/hn/4732253758470214042/4253816482514909126/na/hq/,Gaba Hotel,Lodge,2.3
"G041 ,Elite Inn, Maharishi Dayanand Arya Vidyalaya, Shiv Par",Gurudwara Road,Durg,Chhattisgarh,India,2,http://www.goibibo.com/hotels/detail/Durg/hn/5340956779160839894/5069671536915456410/na/hq/,ELITE INN,Hotel,3.7
"Boulevard Road, Gate No.7, Dal Lake,Srinagar",Others,Srinagar,Jammu and Kashmir,India,0,http://www.goibibo.com/hotels/detail/Srinagar/hn/5999885939075030137/666802849269105817/na/hq/,Fiji Group of Houseboats,Houseboat,
"Opp ITC (Mc Donalds), New Airport Road Next to Kempegowda Bengaluru International Airport, Setigere",Kempegowda International Airport,Bangalore,Karnataka,India,3,http://www.goibibo.com/hotels/detail/Bangalore/hn/6771549831164675055/6086987609266662839/na/hq/,Fantasy Golf Resort,Resort,3.4
"9/1, Anandapuram (Near Dr. Ranga Road),Mylapore",Mylapore,Chennai,Tamil Nadu,India,1,http://www.goibibo.com/hotels/detail/Chennai/hn/4354390963378411938/2801773054555741813/na/hq/,Executive Comfort (Mylapore),Hotel,3.2
"P/16, MIDC, Opp. Taloja Post Office, Dena Bank, Taloja",Navi Mumbai Area,Navi Mumbai,Maharashtra,India,0,http://www.goibibo.com/hotels/detail/Navi Mumbai/hn/1914808440588557366/8923529400786010604/na/hq/,Executive Inn,Hotel,1.8
"401,Prahald Ngar,Behind,Safa Pegasus",Ring Road,Ahmedabad,Gujarat,India,0,http://www.goibibo.com/hotels/detail/Ahmedabad/hn/6067246467661897899/5077131278176826488/na/hq/,Elis Hospitality Narayan Krupa Arcade,Service Apartment,
"NAMESTE CHOWK, NH-1",Karnal,Karnal,Haryana,India,3,http://www.goibibo.com/hotels/detail/Karnal/hn/890866864468704399/6566636250299521466/na/hq/,DEVENTURE HOTEL,Hotel,4.3
"119-D, Shikarbadi Colony, Goverdhan Villas, Udaipur- 313002 (Rajasthan)",Hiran Magri,Udaipur,Rajasthan,India,0,http://www.goibibo.com/hotels/detail/Udaipur/hn/3369724356477798574/7767612960622237962/na/hq/,Devraj Villa - A Boutique Home Stay,BnB,4.9
"25th Kilometers Milestone, Kanpur Road, Lucknow - 226005, Near Banthra Market",Others,Lucknow,Uttar Pradesh,India,3,http://www.goibibo.com/hotels/detail/Lucknow/hn/9114123290289445387/5964081965459985043/na/hq/,Dream World,Hotel,
"HNo 6-3-1216/6/1, Subbamma Towers, Kundan Bagh, Beside Life Style Building Lane, Begumpet",Begumpet,Hyderabad,Andhra Pradesh,India,0,http://www.goibibo.com/hotels/detail/Hyderabad/hn/2162254155836171767/7124806828978948978/na/hq/,Executel  Greenlands,Hotel,3.4
"65,SRM Road, Ernakulam North, Near North Railway Station",Ernakulam,Cochin,Kerala,India,0,http://www.goibibo.com/hotels/detail/Cochin/hn/8210666562286566619/937744678508912272/na/hq/,Evershine Residency,Hotel,
"5/182, Gomti Nagar, Lucknow - 226010,","Gomti Nagar,",Lucknow,Uttar Pradesh,India,2,http://www.goibibo.com/hotels/detail/Lucknow/hn/9114123290289445387/4627155303759335458/na/hq/,EXCEL PARADISE INN,Hotel,
"Pelomar Chale, Goankar Vaddo, Mid Anjuna Beach, Goa, India",Anjuna Area,Goa,Goa,India,3,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/7299232853892998843/na/hq/,FabHotel Anjuna Beachfront,Resort,3.1
"Ground Floor, MANTRI BARI ROAD, Agartala HO, Agartala - 799001, Near Post Office Chowmuhani",Gandhigram,Agartala,Tripura,India,1,http://www.goibibo.com/hotels/detail/Agartala/hn/3048526927545682854/6404240277157930971/na/hq/,EXECUTIVE INN HOTEL,Hotel,
"CCEA Hall Road, Right side of Thamaraparambu School, KOKERS Cinema Theater Bus Stop, Fort Cochin",Fort Kochi,Ernakulam,Kerala,India,0,http://www.goibibo.com/hotels/detail/Ernakulam/hn/8210666562286566619/5319961992444643973/na/hq/,Dream Catcher,Homestay,4.4
Nigeen Lake Srinagar,Nageen Lake Area,Srinagar,Jammu and Kashmir,India,0,http://www.goibibo.com/hotels/detail/Srinagar/hn/5999885939075030137/2005077375151877752/na/hq/,Flic Houseboat,Houseboat,4.8
"7th cross, Navilu road, Kuvempunagar NO. 119 A and B block",Others,Mysore,Karnataka,India,0,http://www.goibibo.com/hotels/detail/Mysore/hn/6237241643285427714/6557868246198445277/na/hq/,Emerald Homes,Service Apartment,
"Bidhan Road, Hakim Para, Siliguri",Others,Siliguri,West Bengal,India,0,http://www.goibibo.com/hotels/detail/Siliguri/hn/1076703141543671718/5234596169467322217/na/hq/,Food &amp; Banquets ( Hotel Empees ),Hotel,
"M-1/28,DLF Phase-2,Gurgaon",Dlf Phase I I,Gurgaon,Haryana,India,0,http://www.goibibo.com/hotels/detail/Gurgaon/hn/1466927038870613796/1052888434885512149/na/hq/,Enkay Residency M Block,Guest House,
"Hotel Mint casa A-10, Mathura Rd, New Friends Colony, New Delhi, Delhi 110065",Greater Kailash Area,Delhi,Delhi,India,3,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/1709634867841388281/na/hq/,FabHotel Friends Colony,Hotel,4.2
"Kandaghat-Chail Road, 1km before Chail,",Village Mihani,Chail,Himachal Pradesh,India,3,http://www.goibibo.com/hotels/detail/Chail/hn/5381678877017369458/4792780116343246082/na/hq/,Deventure Hotel Chail,Hotel,4.3
"Flat No. 701, 7th floor of Chitrakoot CHS Ltd, situated at J. B. Nagar, Andheri (E), Mumbai 400 059",Mumbai Airport,Mumbai,Maharashtra,India,3,http://www.goibibo.com/hotels/detail/Mumbai/hn/4213513766539949483/9113963179440166450/na/hq/,Dragonfly Apartment,Service Apartment,3.7
"BUILDING NO.6, OPP:- B1 BLOCK, HAZRAT NIZAMUDDIN WEST, NEW DELHI -110013",Others,Delhi,Delhi,India,0,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/1121719570600833199/na/hq/,fazar residency,Hotel,
"Emerald County Resorts and Clubs, Near Somatne, Pioneer Hospital, Talegaon Dhabade",Pimpri Chinchwad,Pune,Maharashtra,India,4,http://www.goibibo.com/hotels/detail/Pune/hn/1554245012668028405/2533338631155991069/na/hq/,Emerald County Resort  &amp; Club,Resort,4.5
"Kallar Anakkulam Road, Kurishupara, Munnar",Mankulam Road,Munnar,Kerala,India,0,http://www.goibibo.com/hotels/detail/Munnar/hn/1780299204263085384/5152474517335836874/na/hq/,Dew Drops Farm Resorts,Resort,
"B-1/55 F, Vineet Khand, Next to Mr. Brown Bakery. Gomtinagar, Lucknow.",Gomti Nagar,Lucknow,Uttar Pradesh,India,3,http://www.goibibo.com/hotels/detail/Lucknow/hn/9114123290289445387/9018668015002152679/na/hq/,Edesia,Hotel,3.2
"No 49, Cunningham Crescent Road, Behind Sigma Mall",City Center - MG Road / Near,Bangalore,Karnataka,India,5,http://www.goibibo.com/hotels/detail/Bangalore/hn/6771549831164675055/2235213267757052224/na/hq/,Fortune Select JP Cosmos(Unit of MICHPL),Hotel,3.7
"Bamanpada,rudana,khanvel",Khanvel,Silvassa,Dadra and Nagar Haveli,India,0,http://www.goibibo.com/hotels/detail/Silvassa/hn/3264184141358025948/8541466423528390070/na/hq/,Forest village holiday homes,Resort,4.4
"2, Inner Circle Road, Bistupur, Jamshedpur,",Bistupur,Jamshedpur,Jharkhand,India,4,http://www.goibibo.com/hotels/detail/Jamshedpur/hn/8399297392482907494/8410158324302844488/na/hq/,Fortune Park Centre Point,Hotel,3.7
Estrela Do Mar Beach Resort  Khobra Vaddo Baga Calangute   Goa   403516,Calangute Area,Goa,Goa,India,4,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/7022552177697192106/na/hq/,Estrela Do Mar Beach Resort - A Beach Property,Resort,4.1
"Devangi Post, Thirthahalli Taluk,Shimoga District, Karnataka - 577 415",B H Road,Shimoga,Karnataka,India,0,http://www.goibibo.com/hotels/detail/Shimoga/hn/2510520520918709430/6765938763519858479/na/hq/,DEVANGI ATITHYA HOMESTAY,Homestay,
"Near sale tax check post, Muthanga, Sulthan Bathery, Wayanad",Sulthan Bathery,Wayanad,Kerala,India,3,http://www.goibibo.com/hotels/detail/Wayanad/hn/6194322623629521587/8701964590414413492/na/hq/,Emarald Wild West Wayanad,Resort,3.9
"H.No. 6/34B Khobrawado, Calangute Goa",Calangute Area,Goa,Goa,India,0,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/7537075554167968077/na/hq/,Fraddie Guest House,Guest House,3.9
"Khurpatal, Nainital (West), on Kaladungi Road, Nainital , 10 Kms From Nainital.",Mallital,Nainital,Uttarakhand,India,3,http://www.goibibo.com/hotels/detail/Nainital/hn/4883398002803141725/8289100488876683606/na/hq/,"Dynasty Resort, Khurpatal",Resort,3.4
"5/2, North Mada Street,Srinagar Colony, Saidapet,",Guindy,Chennai,Tamil Nadu,India,0,http://www.goibibo.com/hotels/detail/Chennai/hn/4354390963378411938/2296432159806822453/na/hq/,Executive Comfort (Guindy),Guest House,4.1
"Plot No 96,Sakore Nagar,Near Axis Bank, opposite Union Bank Of India, Viman nagar Pune",Viman Nagar,Pune,Maharashtra,India,3,http://www.goibibo.com/hotels/detail/Pune/hn/1554245012668028405/8823905412461429459/na/hq/,FabHotel Blossoms Pune Airport,Hotel,3.8
"A/P - Math, Near Bowlekar Cashew Factory,Tal- Vengurla Dist - Sindhudurg Maharashtra","Near Bowlekar Cashew Factory,Tal- Vengurl",Sindhudurg,Maharashtra,India,0,http://www.goibibo.com/hotels/detail/Sindhudurg/hn/5257338376688398624/4952789348554366437/na/hq/,Dhuri Homestay,Homestay,
"Village Yesde, Revdanda Roha Road (2.5 kms ahead Of Birla Mandir, 6Km Ahead Of Revdanda Beach)",Revdanda,Alibaug,Maharashtra,India,3,http://www.goibibo.com/hotels/detail/Alibaug/hn/5342984967352266322/4858411577770906720/na/hq/,Elysium Resorts,Resort,4
V-po Mandhol Tehs Jubbal Distt Shimla 12 Km from Kharapathar,Kharapathar,Kharapathar,Himachal Pradesh,India,0,http://www.goibibo.com/hotels/detail/Kharapathar/hn/4335823664300934120/7016922677960036086/na/hq/,Dwarika Residency Shelapani,Bungalow,5
"Diana Restaurant and Hotels ,UDUPI Private Limited Jodukatte Ajjarkad","Diana Restaurant And Hotels ,Udupi Private Limited Jodukatte Ajjarkad",Udupi,Karnataka,India,0,http://www.goibibo.com/hotels/detail/Udupi/hn/6189773013719251991/7051893117732161471/na/hq/,Diana Hotel,Hotel,
"Kalachakra maidan Rd, Bodhgaya, Bihar",Maha Bodhi Temple Area,Bodh Gaya,Bihar,India,0,http://www.goibibo.com/hotels/detail/Bodh Gaya/hn/111111111190171702/967751421132054803/na/hq/,Dhamma Guest House,Guest House,
"T.C. 68/1951, Pachalloor P.O., Kovalam Thiruvananthapuram Kerala, India",Kovalam Po,Thiruvananthapuram,Kerala,India,0,http://www.goibibo.com/hotels/detail/Thiruvananthapuram/hn/3877384277955108166/2864765247719405739/na/hq/,Devikripa Homestay,Homestay,
"Perintalmanna,Pulamanthole (Po),Malappuram District",Perinthalmanna,Malappuram,Kerala,India,3,http://www.goibibo.com/hotels/detail/Malappuram/hn/4307696439651398882/8475131969181016377/na/hq/,Emarald Ayurveda Resort (45 Mints From Calicut Airport),Resort,3.4
"Dreams Palm Beach Resort, Umtta Vaddo, Near Calangute Beach, Bardez",Calangute Area,Goa,Goa,India,2,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/996905128890517746/na/hq/,Dreams Palm Beach Resort,Hotel,3.5
"KT Krupal,  Sri Manjunatha Rice Mills,  Gabadi, Tudur Post,  Thirthalli Taluk,Shimoga District",Thirthahalli Taluk,Shimoga,Karnataka,India,0,http://www.goibibo.com/hotels/detail/Shimoga/hn/2510520520918709430/8789435535326796290/na/hq/,Gabadi River Edge Resort,Resort,
"Hotel Majestica 2-41/2/A, Sy.4, 2nd Floor, Pavan Priyanka Plaza, Kothaguda X Road, Kondapur",Hi-Tech City,Hyderabad,Andhra Pradesh,India,3,http://www.goibibo.com/hotels/detail/Hyderabad/hn/2162254155836171767/8748185299023821306/na/hq/,FabHotel Majestica Inn Hitec City,Hotel,4.1
T 26 Block Dlf Phase 3,DLF Phase I I I,Gurgaon,Haryana,India,0,http://www.goibibo.com/hotels/detail/Gurgaon/hn/1466927038870613796/8783189102354639076/na/hq/,First Choice Service Apartment,Service Apartment,
"House No 15,20, Beside Krishna Apartment, Ram Krishna Path, North Srikrishna Puri.",Boring Road,Patna,Bihar,India,3,http://www.goibibo.com/hotels/detail/Patna/hn/1074493438533185937/3854853943407997819/na/hq/,Executive Holiday,Guest House,4.2
"Madho Kunj, Sunil, Auli Road",Auli Road,Joshimath,Uttarakhand,India,0,http://www.goibibo.com/hotels/detail/Joshimath/hn/8375000177841317785/3786668722644817094/na/hq/,Dream Mountain Resort,Lodge,
"9236, c9, Vasant Kunj",Vasant Kunj,Delhi,Delhi,India,0,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/8462488271168274314/na/hq/,Diplomat Home stay,Hotel,
